ID,name,source ref,source type,mapping type,target_ID,target name,target ref,target type,STIX ID,created,last modified
G0040,Patchwork,intrusion-set--17862c7d-9e60-48a0-b48e-da4dc4c3f6b0,group,uses,T1059.005,Visual Basic,attack-pattern--dfd7cc1d-e1d8-4394-a198-97c4cab8aa67,technique,relationship--01d1922c-6900-4ed3-8ddf-bae4d06296b3,18 March 2020,18 March 2020
G0040,Patchwork,intrusion-set--17862c7d-9e60-48a0-b48e-da4dc4c3f6b0,group,uses,T1059.003,Windows Command Shell,attack-pattern--d1fcf083-a721-4223-aedf-bf8960798d62,technique,relationship--c5da001c-2c17-4e83-8e5c-21863ead4bd9,31 May 2017,02 November 2021
G0011,PittyTiger,intrusion-set--fe98767f-9df8-42b9-83c9-004b1dec8647,group,uses,T1588.002,Tool,attack-pattern--a2fdce72-04b2-409a-ac10-cc1695f4fce0,technique,relationship--86169d65-b154-402d-918c-4b4602d71cd0,12 October 2021,12 October 2021
G0011,PittyTiger,intrusion-set--fe98767f-9df8-42b9-83c9-004b1dec8647,group,uses,T1078,Valid Accounts,attack-pattern--b17a1a56-e99c-403c-8948-561df0cffe81,technique,relationship--93b12e1a-7f21-4fa0-9b2a-c96c7c270625,31 May 2017,16 March 2020
G0033,Poseidon Group,intrusion-set--7ecc3b4f-5cdb-457e-b55a-df376b359446,group,uses,T1087.002,Domain Account,attack-pattern--21875073-b0ee-49e3-9077-1e2a885359af,technique,relationship--a602be33-6ed6-4f73-b7f6-10b47581707a,31 May 2017,18 March 2020
G0033,Poseidon Group,intrusion-set--7ecc3b4f-5cdb-457e-b55a-df376b359446,group,uses,T1087.001,Local Account,attack-pattern--25659dd6-ea12-45c4-97e6-381e3e4b593e,technique,relationship--b93cfd4f-113c-4769-81c9-e710ed0b5f4e,18 March 2020,18 March 2020
G0033,Poseidon Group,intrusion-set--7ecc3b4f-5cdb-457e-b55a-df376b359446,group,uses,T1036.005,Match Legitimate Name or Location,attack-pattern--1c4e5d32-1fe9-4116-9d9d-59e3925bd6a2,technique,relationship--df69c29c-01c4-4541-988e-8a5765439d56,31 May 2017,18 March 2020
G0033,Poseidon Group,intrusion-set--7ecc3b4f-5cdb-457e-b55a-df376b359446,group,uses,T1003,OS Credential Dumping,attack-pattern--0a3ead4e-6d47-4ccb-854c-a6a4f9d96b22,technique,relationship--35aac341-5371-42e8-ad93-3ab94a11b51a,31 May 2017,18 March 2020
G0033,Poseidon Group,intrusion-set--7ecc3b4f-5cdb-457e-b55a-df376b359446,group,uses,T1059.001,PowerShell,attack-pattern--970a3432-3237-47ad-bcca-7d8cbb217736,technique,relationship--e2ce90d2-7470-4f2d-a86c-f429b934ab35,31 May 2017,18 March 2020
G0033,Poseidon Group,intrusion-set--7ecc3b4f-5cdb-457e-b55a-df376b359446,group,uses,T1057,Process Discovery,attack-pattern--8f4a33ec-8b1f-4b80-a2f6-642b2e479580,technique,relationship--c6f81350-a410-4ac7-a4b0-58bd4a9c1d9e,31 May 2017,18 March 2020
G0033,Poseidon Group,intrusion-set--7ecc3b4f-5cdb-457e-b55a-df376b359446,group,uses,T1049,System Network Connections Discovery,attack-pattern--7e150503-88e7-4861-866b-ff1ac82c4475,technique,relationship--21ff06b5-022f-40bf-821b-3e08dc9f08a3,31 May 2017,18 March 2020
G0033,Poseidon Group,intrusion-set--7ecc3b4f-5cdb-457e-b55a-df376b359446,group,uses,T1007,System Service Discovery,attack-pattern--322bad5a-1c49-4d23-ab79-76d641794afa,technique,relationship--720be590-5ea0-43b6-8360-fa75dd4d1a67,31 May 2017,18 March 2020
G0024,Putter Panda,intrusion-set--5ce5392a-3a6c-4e07-9df3-9b6a9159ac45,group,uses,T1562.001,Disable or Modify Tools,attack-pattern--ac08589e-ee59-4935-8667-d845e38fe579,technique,relationship--94211067-148f-4196-a216-c1bb1e5cfc70,31 May 2017,25 March 2019
G0024,Putter Panda,intrusion-set--5ce5392a-3a6c-4e07-9df3-9b6a9159ac45,group,uses,T1055.001,Dynamic-link Library Injection,attack-pattern--f4599aa0-4f85-4a32-80ea-fc39dc965945,technique,relationship--a442fcac-55d7-49ff-8ecf-ca61885c27e2,31 May 2017,16 March 2020
G0024,Putter Panda,intrusion-set--5ce5392a-3a6c-4e07-9df3-9b6a9159ac45,group,uses,T1027,Obfuscated Files or Information,attack-pattern--b3d682b6-98f2-4fb0-aa3b-b4df007ca70a,technique,relationship--c952f284-e529-481f-97fb-7a6e14c25ccf,31 May 2017,25 March 2019
G0024,Putter Panda,intrusion-set--5ce5392a-3a6c-4e07-9df3-9b6a9159ac45,group,uses,T1547.001,Registry Run Keys / Startup Folder,attack-pattern--9efb1ea7-c37b-4595-9640-b7680cd84279,technique,relationship--55120727-0b7f-4d6a-a881-d17bdc9c85ba,31 May 2017,25 March 2019
G0048,RTM,intrusion-set--c416b28c-103b-4df1-909e-78089a7e0e5f,group,uses,T1574.001,DLL Search Order Hijacking,attack-pattern--2fee9321-3e71-4cf4-af24-d4d40d355b34,technique,relationship--16dfd169-264f-410f-97bf-a1cdec20c50e,11 May 2020,12 May 2020
G0048,RTM,intrusion-set--c416b28c-103b-4df1-909e-78089a7e0e5f,group,uses,T1102.001,Dead Drop Resolver,attack-pattern--f7827069-0bf2-4764-af4f-23fae0d181b7,technique,relationship--a58ad2d1-7200-4ba8-9c24-fc640306ea2f,31 May 2017,12 May 2020
G0048,RTM,intrusion-set--c416b28c-103b-4df1-909e-78089a7e0e5f,group,uses,T1189,Drive-by Compromise,attack-pattern--d742a578-d70e-4d0e-96a6-02a9c30204e6,technique,relationship--03e67769-31da-4a46-a5a6-1ccbdd0cf29f,11 May 2020,12 May 2020
G0048,RTM,intrusion-set--c416b28c-103b-4df1-909e-78089a7e0e5f,group,uses,T1204.002,Malicious File,attack-pattern--232b7f21-adf9-4b42-b936-b9d6f7df856e,technique,relationship--1bf08293-5342-4736-b3a9-c1f160ad9c81,11 May 2020,12 May 2020
G0048,RTM,intrusion-set--c416b28c-103b-4df1-909e-78089a7e0e5f,group,uses,T1547.001,Registry Run Keys / Startup Folder,attack-pattern--9efb1ea7-c37b-4595-9640-b7680cd84279,technique,relationship--09381138-b93b-4b0d-b82d-c21d452ff514,11 May 2020,12 May 2020
G0048,RTM,intrusion-set--c416b28c-103b-4df1-909e-78089a7e0e5f,group,uses,T1219,Remote Access Software,attack-pattern--4061e78c-1284-44b4-9116-73e4ac3912f7,technique,relationship--685a8409-db59-4ef3-b4de-786b87be8839,11 May 2020,12 May 2020
G0048,RTM,intrusion-set--c416b28c-103b-4df1-909e-78089a7e0e5f,group,uses,T1566.001,Spearphishing Attachment,attack-pattern--2e34237d-8574-43f6-aace-ae2915de8597,technique,relationship--5f1493e8-65d8-474a-b6b7-c1311fc24d98,11 May 2020,12 May 2020
G0075,Rancor,intrusion-set--f40eb8ce-2a74-4e56-89a1-227021410142,group,uses,T1105,Ingress Tool Transfer,attack-pattern--e6919abc-99f9-4c6c-95a5-14761e7b2add,technique,relationship--74a15877-d310-4be1-813d-4ee9cbd603b7,17 October 2018,25 April 2019
G0075,Rancor,intrusion-set--f40eb8ce-2a74-4e56-89a1-227021410142,group,uses,T1204.002,Malicious File,attack-pattern--232b7f21-adf9-4b42-b936-b9d6f7df856e,technique,relationship--503c4b74-7ca5-45e3-bb11-85a99ca1810f,17 October 2018,17 March 2020
G0075,Rancor,intrusion-set--f40eb8ce-2a74-4e56-89a1-227021410142,group,uses,T1218.007,Msiexec,attack-pattern--365be77f-fc0e-42ee-bac8-4faf806d9336,technique,relationship--c551c942-a191-4fe9-81a3-cc795d7dea38,18 April 2019,17 March 2020
G0075,Rancor,intrusion-set--f40eb8ce-2a74-4e56-89a1-227021410142,group,uses,T1053.005,Scheduled Task,attack-pattern--005a06c6-14bf-4118-afa0-ebcd8aebb0c9,technique,relationship--7121357f-cc91-4e6b-a2a6-d8bb51bf4a01,17 October 2018,16 March 2020
G0075,Rancor,intrusion-set--f40eb8ce-2a74-4e56-89a1-227021410142,group,uses,T1566.001,Spearphishing Attachment,attack-pattern--2e34237d-8574-43f6-aace-ae2915de8597,technique,relationship--ebed8156-bce1-4710-bd99-7cdcfa887d28,17 October 2018,25 April 2019
G0075,Rancor,intrusion-set--f40eb8ce-2a74-4e56-89a1-227021410142,group,uses,T1059.005,Visual Basic,attack-pattern--dfd7cc1d-e1d8-4394-a198-97c4cab8aa67,technique,relationship--2466dc21-d32d-4a62-a815-8f1d5d09d88d,18 March 2020,18 March 2020
G0075,Rancor,intrusion-set--f40eb8ce-2a74-4e56-89a1-227021410142,group,uses,T1071.001,Web Protocols,attack-pattern--df8b2a25-8bdf-4856-953c-a04372b1c161,technique,relationship--0a975ec6-5754-4a42-aa0f-f468d67a2c91,17 October 2018,17 March 2020
G0075,Rancor,intrusion-set--f40eb8ce-2a74-4e56-89a1-227021410142,group,uses,T1059.003,Windows Command Shell,attack-pattern--d1fcf083-a721-4223-aedf-bf8960798d62,technique,relationship--e9d48406-947c-4d50-9539-b30c4566403b,17 October 2018,19 March 2020
G0106,Rocke,intrusion-set--44102191-3a31-45f8-acbe-34bdb441d5ad,group,uses,T1071,Application Layer Protocol,attack-pattern--355be19c-ffc9-46d5-8d50-d6a036c675b6,technique,relationship--37327da8-efd3-48c0-9f91-38f384f8579e,11 June 2020,11 June 2020
G0106,Rocke,intrusion-set--44102191-3a31-45f8-acbe-34bdb441d5ad,group,uses,T1037,Boot or Logon Initialization Scripts,attack-pattern--03259939-0b57-482f-8eb5-87c0e0d54334,technique,relationship--6b1cc49f-8d94-4f59-a723-2a70c3edf760,26 May 2020,11 June 2020
G0106,Rocke,intrusion-set--44102191-3a31-45f8-acbe-34bdb441d5ad,group,uses,T1070.002,Clear Linux or Mac System Logs,attack-pattern--2bce5b30-7014-4a5d-ade7-12913fe6ac36,technique,relationship--93b62fc4-f024-4482-9ea1-041bc3d29bfd,11 June 2020,11 June 2020
G0106,Rocke,intrusion-set--44102191-3a31-45f8-acbe-34bdb441d5ad,group,uses,T1027.004,Compile After Delivery,attack-pattern--c726e0a2-a57a-4b7b-a973-d0f013246617,technique,relationship--47440b3d-e6ef-4f7d-b732-453d1684424a,11 June 2020,15 June 2020
G0106,Rocke,intrusion-set--44102191-3a31-45f8-acbe-34bdb441d5ad,group,uses,T1053.003,Cron,attack-pattern--2acf44aa-542f-4366-b4eb-55ef5747759c,technique,relationship--49a68076-c596-412d-a8af-3e238dfef960,26 May 2020,26 May 2020
G0106,Rocke,intrusion-set--44102191-3a31-45f8-acbe-34bdb441d5ad,group,uses,T1102.001,Dead Drop Resolver,attack-pattern--f7827069-0bf2-4764-af4f-23fae0d181b7,technique,relationship--674031ea-4fff-4669-b44b-d289fa1cc36e,26 May 2020,15 June 2020
G0106,Rocke,intrusion-set--44102191-3a31-45f8-acbe-34bdb441d5ad,group,uses,T1140,Deobfuscate/Decode Files or Information,attack-pattern--3ccef7ae-cb5e-48f6-8302-897105fbf55c,technique,relationship--c8fdab57-1e10-4f66-a1de-59a876c99ab1,11 June 2020,11 June 2020
G0106,Rocke,intrusion-set--44102191-3a31-45f8-acbe-34bdb441d5ad,group,uses,T1562.004,Disable or Modify System Firewall,attack-pattern--5372c5fe-f424-4def-bcd5-d3a8e770f07b,technique,relationship--30d1528d-6a50-47b2-ab5c-eb9074adc716,26 May 2020,15 June 2020
G0106,Rocke,intrusion-set--44102191-3a31-45f8-acbe-34bdb441d5ad,group,uses,T1562.001,Disable or Modify Tools,attack-pattern--ac08589e-ee59-4935-8667-d845e38fe579,technique,relationship--ca1afca5-2f16-497e-bfff-1564706e05f2,26 May 2020,26 May 2020
G0106,Rocke,intrusion-set--44102191-3a31-45f8-acbe-34bdb441d5ad,group,uses,T1574.006,Dynamic Linker Hijacking,attack-pattern--633a100c-b2c9-41bf-9be5-905c1b16c825,technique,relationship--47b95300-a51c-4d91-9bbe-e40956df2081,11 June 2020,16 June 2020
G0106,Rocke,intrusion-set--44102191-3a31-45f8-acbe-34bdb441d5ad,group,uses,T1190,Exploit Public-Facing Application,attack-pattern--3f886f2a-874f-4333-b794-aa6075009b1c,technique,relationship--06508c23-746d-4894-b414-cff925692bd5,26 May 2020,26 May 2020
G0106,Rocke,intrusion-set--44102191-3a31-45f8-acbe-34bdb441d5ad,group,uses,T1070.004,File Deletion,attack-pattern--d63a3fb8-9452-4e9d-a60a-54be68d5998c,technique,relationship--dec705fd-139b-49d6-b0d8-888b2b922a12,26 May 2020,26 May 2020
G0106,Rocke,intrusion-set--44102191-3a31-45f8-acbe-34bdb441d5ad,group,uses,T1564.001,Hidden Files and Directories,attack-pattern--ec8fc7e2-b356-455c-8db5-2e37be158e7d,technique,relationship--48141016-3fc6-46af-9f93-b52439ed78ea,26 May 2020,26 May 2020
G0106,Rocke,intrusion-set--44102191-3a31-45f8-acbe-34bdb441d5ad,group,uses,T1105,Ingress Tool Transfer,attack-pattern--e6919abc-99f9-4c6c-95a5-14761e7b2add,technique,relationship--3e039f64-08da-4bb3-b8d5-1ed6428980ac,26 May 2020,26 May 2020
G0106,Rocke,intrusion-set--44102191-3a31-45f8-acbe-34bdb441d5ad,group,uses,T1222.002,Linux and Mac File and Directory Permissions Modification,attack-pattern--09b130a2-a77e-4af0-a361-f46f9aad1345,technique,relationship--a2f88508-4177-4294-b287-6a3494f6e738,26 May 2020,26 May 2020
G0106,Rocke,intrusion-set--44102191-3a31-45f8-acbe-34bdb441d5ad,group,uses,T1036.005,Match Legitimate Name or Location,attack-pattern--1c4e5d32-1fe9-4116-9d9d-59e3925bd6a2,technique,relationship--ff438715-ffa8-4fa2-a69e-7126dd60bfb3,11 June 2020,11 June 2020
G0106,Rocke,intrusion-set--44102191-3a31-45f8-acbe-34bdb441d5ad,group,uses,T1046,Network Service Discovery,attack-pattern--e3a12395-188d-4051-9a16-ea8e14d07b88,technique,relationship--5d8e9a49-f534-4cb6-9e3e-aebacb3c1dd0,26 May 2020,15 June 2020
G0106,Rocke,intrusion-set--44102191-3a31-45f8-acbe-34bdb441d5ad,group,uses,T1571,Non-Standard Port,attack-pattern--b18eae87-b469-4e14-b454-b171b416bc18,technique,relationship--f7f947cd-6e0c-499c-8cdf-293e38657e31,26 May 2020,26 May 2020
G0106,Rocke,intrusion-set--44102191-3a31-45f8-acbe-34bdb441d5ad,group,uses,T1027,Obfuscated Files or Information,attack-pattern--b3d682b6-98f2-4fb0-aa3b-b4df007ca70a,technique,relationship--277971c7-d42e-497f-8df4-be5b4bc094f8,11 June 2020,15 June 2020
G0106,Rocke,intrusion-set--44102191-3a31-45f8-acbe-34bdb441d5ad,group,uses,T1055.002,Portable Executable Injection,attack-pattern--806a49c4-970d-43f9-9acc-ac0ee11e6662,technique,relationship--5de38b67-dbc7-46bf-bb73-91cd0e069d05,26 May 2020,26 May 2020
G0106,Rocke,intrusion-set--44102191-3a31-45f8-acbe-34bdb441d5ad,group,uses,T1552.004,Private Keys,attack-pattern--60b508a1-6a5e-46b1-821a-9f7b78752abf,technique,relationship--de8fefef-bfe7-4720-a443-66713a47b439,11 June 2020,11 June 2020
G0106,Rocke,intrusion-set--44102191-3a31-45f8-acbe-34bdb441d5ad,group,uses,T1057,Process Discovery,attack-pattern--8f4a33ec-8b1f-4b80-a2f6-642b2e479580,technique,relationship--a3d2ef4a-2bca-482d-897b-99da14b16b52,26 May 2020,26 May 2020
G0106,Rocke,intrusion-set--44102191-3a31-45f8-acbe-34bdb441d5ad,group,uses,T1059.006,Python,attack-pattern--cc3502b5-30cc-4473-ad48-42d51a6ef6d1,technique,relationship--521c66b9-fe52-4c2b-bc32-8ed3d98c7a71,11 June 2020,11 June 2020
G0106,Rocke,intrusion-set--44102191-3a31-45f8-acbe-34bdb441d5ad,group,uses,T1547.001,Registry Run Keys / Startup Folder,attack-pattern--9efb1ea7-c37b-4595-9640-b7680cd84279,technique,relationship--a1956344-1a2d-4193-bb20-0f65c98776fe,26 May 2020,15 June 2020
G0106,Rocke,intrusion-set--44102191-3a31-45f8-acbe-34bdb441d5ad,group,uses,T1018,Remote System Discovery,attack-pattern--e358d692-23c0-4a31-9eb6-ecc13a8d7735,technique,relationship--beae1b73-f369-4443-8e59-eb9e99665e8d,26 May 2020,15 June 2020
G0106,Rocke,intrusion-set--44102191-3a31-45f8-acbe-34bdb441d5ad,group,uses,T1496,Resource Hijacking,attack-pattern--cd25c1b4-935c-4f0e-ba8d-552f28bc4783,technique,relationship--46c37037-00da-4cf5-bde1-4296e10e6483,26 May 2020,26 May 2020
G0106,Rocke,intrusion-set--44102191-3a31-45f8-acbe-34bdb441d5ad,group,uses,T1014,Rootkit,attack-pattern--0f20e3cb-245b-4a61-8a91-2d93f7cb0e9b,technique,relationship--2107aab0-0191-46d1-abec-8d98ac916c21,19 June 2020,19 June 2020
G0106,Rocke,intrusion-set--44102191-3a31-45f8-acbe-34bdb441d5ad,group,uses,T1021.004,SSH,attack-pattern--2db31dcd-54da-405d-acef-b9129b816ed6,technique,relationship--fa69ac7a-8031-4fac-91e2-65e90f378cd1,11 June 2020,11 June 2020
G0106,Rocke,intrusion-set--44102191-3a31-45f8-acbe-34bdb441d5ad,group,uses,T1518.001,Security Software Discovery,attack-pattern--cba37adb-d6fb-4610-b069-dd04c0643384,technique,relationship--ffb03265-d9d6-4dc7-ba8e-71498be4e131,26 May 2020,26 May 2020
G0106,Rocke,intrusion-set--44102191-3a31-45f8-acbe-34bdb441d5ad,group,uses,T1027.002,Software Packing,attack-pattern--deb98323-e13f-4b0c-8d94-175379069062,technique,relationship--78fc38f6-88ee-4f26-84e1-7532d95a4fbe,26 May 2020,15 June 2020
G0106,Rocke,intrusion-set--44102191-3a31-45f8-acbe-34bdb441d5ad,group,uses,T1082,System Information Discovery,attack-pattern--354a7f88-63fb-41b5-a801-ce3b377b36f1,technique,relationship--322876d6-1b49-43d8-9e4a-590919d1f930,11 June 2020,11 June 2020
G0106,Rocke,intrusion-set--44102191-3a31-45f8-acbe-34bdb441d5ad,group,uses,T1543.002,Systemd Service,attack-pattern--dfefe2ed-4389-4318-8762-f0272b350a1b,technique,relationship--a430e3fa-bfc0-4ea8-8264-217f6aa015fc,26 May 2020,26 May 2020
G0106,Rocke,intrusion-set--44102191-3a31-45f8-acbe-34bdb441d5ad,group,uses,T1070.006,Timestomp,attack-pattern--47f2d673-ca62-47e9-929b-1b0be9657611,technique,relationship--ff14431c-bf82-44be-b12a-a65e88d5347a,26 May 2020,26 May 2020
G0106,Rocke,intrusion-set--44102191-3a31-45f8-acbe-34bdb441d5ad,group,uses,T1059.004,Unix Shell,attack-pattern--a9d4b653-6915-42af-98b2-5758c4ceee56,technique,relationship--31e01486-8827-41cd-a21b-dc420554d1bb,26 May 2020,26 May 2020
G0106,Rocke,intrusion-set--44102191-3a31-45f8-acbe-34bdb441d5ad,group,uses,T1071.001,Web Protocols,attack-pattern--df8b2a25-8bdf-4856-953c-a04372b1c161,technique,relationship--e8095f70-12de-4330-a293-25c4b4f22ffc,26 May 2020,11 June 2020
G0106,Rocke,intrusion-set--44102191-3a31-45f8-acbe-34bdb441d5ad,group,uses,T1102,Web Service,attack-pattern--830c9528-df21-472c-8c14-a036bf17d665,technique,relationship--29552ed5-ecfd-4a97-a6c9-d6da25181e1a,11 June 2020,11 June 2020
G0034,Sandworm Team,intrusion-set--381fcf73-60f6-4ab2-9991-6af3cbc35192,group,uses,T1102.002,Bidirectional Communication,attack-pattern--be055942-6e63-49d7-9fa1-9cb7d8a8f3f4,technique,relationship--d66da21d-1a8c-4b32-b700-f1d3d938b57e,10 June 2020,18 June 2020
G0034,Sandworm Team,intrusion-set--381fcf73-60f6-4ab2-9991-6af3cbc35192,group,uses,T1584.005,Botnet,attack-pattern--810d8072-afb6-4a56-9ee7-86379ac4a6f3,technique,relationship--40df642d-ed7f-4b05-ac08-bdc9d4f0246a,07 March 2022,07 March 2022
G0034,Sandworm Team,intrusion-set--381fcf73-60f6-4ab2-9991-6af3cbc35192,group,uses,T1591.002,Business Relationships,attack-pattern--6ee2dc99-91ad-4534-a7d8-a649358c331f,technique,relationship--c2ebda8d-2f91-440c-85b1-36fa969300a5,25 November 2020,06 January 2021
G0034,Sandworm Team,intrusion-set--381fcf73-60f6-4ab2-9991-6af3cbc35192,group,uses,T1027.010,Command Obfuscation,attack-pattern--d511a6f6-4a33-41d5-bc95-c343875d1377,technique,relationship--05245120-4208-4cd1-b32e-e31e069c0d28,22 March 2023,22 March 2023
G0034,Sandworm Team,intrusion-set--381fcf73-60f6-4ab2-9991-6af3cbc35192,group,uses,T1195.002,Compromise Software Supply Chain,attack-pattern--bd369cd9-abb8-41ce-b5bb-fff23ee86c00,technique,relationship--927434d1-b487-4e3c-909d-ac8725555080,11 June 2020,12 April 2022
G0034,Sandworm Team,intrusion-set--381fcf73-60f6-4ab2-9991-6af3cbc35192,group,uses,T1555.003,Credentials from Web Browsers,attack-pattern--58a3e6aa-4453-4cc8-a51f-4befe80b31a8,technique,relationship--6930c084-c02c-4278-8343-6a47fed4fdc0,10 June 2020,10 June 2020
G0034,Sandworm Team,intrusion-set--381fcf73-60f6-4ab2-9991-6af3cbc35192,group,uses,T1485,Data Destruction,attack-pattern--d45a3d09-b3cf-48f4-9f0f-f521ee5cb05c,technique,relationship--e85a5fe7-cbfe-44b1-b297-d02f531c5fb1,10 June 2020,18 June 2020
G0034,Sandworm Team,intrusion-set--381fcf73-60f6-4ab2-9991-6af3cbc35192,group,uses,T1486,Data Encrypted for Impact,attack-pattern--b80d107d-fa0d-4b60-9684-b0433e8bdba0,technique,relationship--9e65e16c-eecc-4b8f-befa-01a5cf94ca8c,19 January 2023,24 February 2023
G0034,Sandworm Team,intrusion-set--381fcf73-60f6-4ab2-9991-6af3cbc35192,group,uses,T1005,Data from Local System,attack-pattern--3c4a2599-71ee-4405-ba1e-0e28414b4bc5,technique,relationship--f892dddf-79a7-4d11-94b3-5df0c37d134a,25 November 2020,25 November 2020
G0034,Sandworm Team,intrusion-set--381fcf73-60f6-4ab2-9991-6af3cbc35192,group,uses,T1140,Deobfuscate/Decode Files or Information,attack-pattern--3ccef7ae-cb5e-48f6-8302-897105fbf55c,technique,relationship--df98db39-fdfd-463c-96b3-e9a8b049f316,10 June 2020,11 June 2020
G0034,Sandworm Team,intrusion-set--381fcf73-60f6-4ab2-9991-6af3cbc35192,group,uses,T1561.002,Disk Structure Wipe,attack-pattern--0af0ca99-357d-4ba1-805f-674fdfb7bef9,technique,relationship--98b6dbac-dac9-4856-9b67-25c49e20448e,10 June 2020,11 June 2020
G0034,Sandworm Team,intrusion-set--381fcf73-60f6-4ab2-9991-6af3cbc35192,group,uses,T1087.002,Domain Account,attack-pattern--21875073-b0ee-49e3-9077-1e2a885359af,technique,relationship--f6cf6ad8-7a42-4cf5-82ab-45d6a5107aeb,10 June 2020,22 June 2020
G0034,Sandworm Team,intrusion-set--381fcf73-60f6-4ab2-9991-6af3cbc35192,group,uses,T1078.002,Domain Accounts,attack-pattern--c3d4bdd9-2cfe-4a80-9d0c-07a29ecdce8f,technique,relationship--32478440-a1d2-458d-a749-e2d200415106,25 November 2020,20 January 2023
G0034,Sandworm Team,intrusion-set--381fcf73-60f6-4ab2-9991-6af3cbc35192,group,uses,T1590.001,Domain Properties,attack-pattern--e3b168bd-fcd7-439e-9382-2e6c2f63514d,technique,relationship--614b4bf0-8a57-401f-a018-8217146c27d2,25 November 2020,25 November 2020
G0034,Sandworm Team,intrusion-set--381fcf73-60f6-4ab2-9991-6af3cbc35192,group,uses,T1583.001,Domains,attack-pattern--40f5caa0-4cb7-4117-89fc-d421bb493df3,technique,relationship--da00bf2c-926a-45e1-a0c9-02f02a490393,25 November 2020,25 November 2020
G0034,Sandworm Team,intrusion-set--381fcf73-60f6-4ab2-9991-6af3cbc35192,group,uses,T1087.003,Email Account,attack-pattern--4bc31b94-045b-4752-8920-aebaebdb6470,technique,relationship--7e6e46e1-6990-4d37-87cb-9ef6a488a8a1,11 June 2020,22 June 2020
G0034,Sandworm Team,intrusion-set--381fcf73-60f6-4ab2-9991-6af3cbc35192,group,uses,T1585.002,Email Accounts,attack-pattern--65013dd2-bc61-43e3-afb5-a14c4fa7437a,technique,relationship--d3ac0edb-8e56-440f-a844-be61b6045901,25 November 2020,25 November 2020
G0034,Sandworm Team,intrusion-set--381fcf73-60f6-4ab2-9991-6af3cbc35192,group,uses,T1589.002,Email Addresses,attack-pattern--69f897fd-12a9-4c89-ad6a-46d2f3c38262,technique,relationship--f425ddf8-fc3b-41d5-ba2e-66291ba16329,30 November 2020,30 November 2020
G0034,Sandworm Team,intrusion-set--381fcf73-60f6-4ab2-9991-6af3cbc35192,group,uses,T1589.003,Employee Names,attack-pattern--76551c52-b111-4884-bc47-ff3e728f0156,technique,relationship--4e602d58-5a4f-417c-8b61-568e830411d1,30 November 2020,30 November 2020
G0034,Sandworm Team,intrusion-set--381fcf73-60f6-4ab2-9991-6af3cbc35192,group,uses,T1499,Endpoint Denial of Service,attack-pattern--c675646d-e204-4aa8-978d-e3d6d65885c4,technique,relationship--927272db-cc41-45ce-bb38-e3e37ac3a68e,25 November 2020,25 November 2020
G0034,Sandworm Team,intrusion-set--381fcf73-60f6-4ab2-9991-6af3cbc35192,group,uses,T1041,Exfiltration Over C2 Channel,attack-pattern--92d7da27-2d91-488e-a00c-059dc162766d,technique,relationship--29818fd0-e6df-4871-b025-938c77978544,10 June 2020,10 June 2020
G0034,Sandworm Team,intrusion-set--381fcf73-60f6-4ab2-9991-6af3cbc35192,group,uses,T1203,Exploitation for Client Execution,attack-pattern--be2dcee9-a7a7-4e38-afd6-21b31ecc3d63,technique,relationship--2311db5c-218f-44f8-aa50-3e8322b79081,10 June 2020,18 June 2020
G0034,Sandworm Team,intrusion-set--381fcf73-60f6-4ab2-9991-6af3cbc35192,group,uses,T1491.002,External Defacement,attack-pattern--0cfe31a7-81fc-472c-bc45-e2808d1066a3,technique,relationship--9fd468a1-e0ef-4371-b7fd-93f81900f069,25 November 2020,30 November 2020
G0034,Sandworm Team,intrusion-set--381fcf73-60f6-4ab2-9991-6af3cbc35192,group,uses,T1133,External Remote Services,attack-pattern--10d51417-ee35-4589-b1ff-b6df1c334e8d,technique,relationship--3d450e48-e73f-417f-941d-85c8658f5d1f,10 June 2020,31 March 2021
G0034,Sandworm Team,intrusion-set--381fcf73-60f6-4ab2-9991-6af3cbc35192,group,uses,T1070.004,File Deletion,attack-pattern--d63a3fb8-9452-4e9d-a60a-54be68d5998c,technique,relationship--7867218e-78a0-41cf-ada0-8400285b8a1d,10 June 2020,11 June 2020
G0034,Sandworm Team,intrusion-set--381fcf73-60f6-4ab2-9991-6af3cbc35192,group,uses,T1083,File and Directory Discovery,attack-pattern--7bc57495-ea59-4380-be31-a64af124ef18,technique,relationship--62f2c1a6-3019-44a0-a750-794677ddabd0,25 November 2020,30 June 2022
G0034,Sandworm Team,intrusion-set--381fcf73-60f6-4ab2-9991-6af3cbc35192,group,uses,T1105,Ingress Tool Transfer,attack-pattern--e6919abc-99f9-4c6c-95a5-14761e7b2add,technique,relationship--ea80c942-680d-43b4-9cbf-21f2078977ad,10 June 2020,25 November 2020
G0034,Sandworm Team,intrusion-set--381fcf73-60f6-4ab2-9991-6af3cbc35192,group,uses,T1056.001,Keylogging,attack-pattern--09a60ea3-a8d1-4ae5-976e-5783248b72a4,technique,relationship--96c1ab08-b165-447b-afa7-5c1d30cd6219,10 June 2020,18 June 2020
G0034,Sandworm Team,intrusion-set--381fcf73-60f6-4ab2-9991-6af3cbc35192,group,uses,T1003.001,LSASS Memory,attack-pattern--65f2d882-3f41-4d48-8a06-29af77ec9f90,technique,relationship--b96e67e2-7d82-478e-8bf3-2e8acf8a14dd,10 June 2020,19 January 2023
